Result,FSP,FSW,SSP,SSW,ACE,DBF,WNR,UFE,NPA,NPW,ST1,Opp.FSW,Opp.SSP,Opp.SSW,Opp.ACE,Opp.DBF,Opp.WNR,Opp.UFE,Opp.NPA,Opp.NPW,Gender,Surface,Big Points,CLUTCH%
1,73,34,27,11,2,1,9,15,7,4,6,18,44,10,3,3,23,44,14,6,Women,Hard,15,0.666666687
0,56,18,44,10,3,3,23,44,14,6,1,34,27,11,2,1,9,15,7,4,Women,Hard,15,0.333333343
0,72,24,28,9,0,0,20,32,8,6,3,32,31,10,3,7,20,20,17,13,Women,Hard,16,0.6875
1,69,32,31,10,3,7,20,20,17,13,6,24,28,9,0,0,20,32,8,6,Women,Hard,16,0.3125
0,56,34,44,23,1,4,34,35,18,12,7,42,42,20,2,6,47,37,24,19,Women,Hard,25,0.439999998
1,58,42,42,20,2,6,47,37,24,19,5,34,44,23,1,4,34,35,18,12,Women,Hard,25,0.560000002
1,64,23,36,10,1,1,23,17,10,7,6,12,61,13,3,5,14,27,2,2,Women,Hard,12,0.666666687
0,39,12,61,13,3,5,14,27,2,2,2,23,36,10,1,1,23,17,10,7,Women,Hard,12,0.333333343
0,67,13,33,6,2,1,9,25,4,1,3,25,23,5,0,3,17,16,4,3,Women,Hard,12,0.416666657
1,77,25,23,5,0,3,17,16,4,3,6,13,33,6,2,1,9,25,4,1,Women,Hard,12,0.583333313
1,59,33,41,16,1,1,23,15,24,19,6,26,40,19,0,5,33,47,34,20,Women,Hard,21,0.428571433
0,60,26,40,19,0,5,33,47,34,20,1,33,41,16,1,1,23,15,24,19,Women,Hard,21,0.571428597
0,45,13,55,5,2,2,10,14,5,4,2,27,39,11,4,5,35,23,14,11,Women,Hard,17,0.411764711
1,61,27,39,11,4,5,35,23,14,11,6,13,55,5,2,2,10,14,5,4,Women,Hard,17,0.588235319
1,64,22,36,10,0,2,21,20,14,12,6,17,32,2,2,2,12,24,9,4,Women,Hard,18,0.777777791
0,68,17,32,2,2,2,12,24,9,4,1,22,36,10,0,2,21,20,14,12,Women,Hard,18,0.222222224
1,60,21,40,15,2,3,34,30,13,8,7,29,33,5,0,7,11,28,4,3,Women,Hard,13,0.461538464
0,67,29,33,5,0,7,11,28,4,3,6,21,40,15,2,3,34,30,13,8,Women,Hard,13,0.538461566
0,62,27,38,11,1,3,12,29,20,9,2,33,32,14,10,0,33,19,18,14,Men,Clay,10,0.100000001
1,68,33,32,14,10,0,33,19,18,14,6,27,38,11,1,3,12,29,20,9,Men,Clay,10,0.899999976
1,62,54,38,22,7,3,26,20,21,12,6,35,48,24,0,2,40,47,25,22,Men,Clay,24,0.833333313
0,52,35,48,24,0,2,40,47,25,22,3,54,38,22,7,3,26,20,21,12,Men,Clay,24,0.166666672
1,62,53,38,15,4,6,42,55,32,14,6,42,54,31,6,8,39,54,27,19,Men,Clay,40,0.449999988
0,46,42,54,31,6,8,39,54,27,19,3,53,38,15,4,6,42,55,32,14,Men,Clay,40,0.550000012
1,72,87,28,19,14,2,48,27,30,14,7,58,47,38,13,10,72,56,43,33,Men,Clay,26,0.5
0,53,58,47,38,13,10,72,56,43,33,6,87,28,19,14,2,48,27,30,14,Men,Clay,26,0.5
0,52,31,48,22,4,4,21,24,5,3,3,39,42,19,10,1,42,37,13,12,Men,Clay,8,0.5
1,58,39,42,19,10,1,42,37,13,12,6,31,48,22,4,4,21,24,5,3,Men,Clay,8,0.5
1,70,58,30,18,4,4,35,36,10,8,6,48,32,17,5,5,30,51,9,6,Men,Clay,19,0.631578922
0,68,48,32,17,5,5,30,51,9,6,2,58,30,18,4,4,35,36,10,8,Men,Clay,19,0.368421048
0,63,71,37,38,5,5,45,80,41,28,3,67,41,27,5,6,54,57,22,14,Men,Clay,32,0.59375
1,59,67,41,27,5,6,54,57,22,14,6,71,37,38,5,5,45,80,41,28,Men,Clay,32,0.40625
1,59,42,41,25,7,2,41,49,18,11,3,40,51,29,4,6,44,72,35,19,Men,Clay,24,0.458333343
0,49,40,51,29,4,6,44,72,35,19,6,42,41,25,7,2,41,49,18,11,Men,Clay,24,0.541666687
0,56,27,44,13,0,6,12,28,18,11,1,26,50,20,5,1,35,15,21,13,Men,Clay,14,0.428571433
1,50,26,50,20,5,1,35,15,21,13,6,27,44,13,0,6,12,28,18,11,Men,Clay,14,0.571428597
0,63,62,37,29,5,4,41,44,27,19,6,64,44,35,10,7,46,38,20,9,Men,Clay,9,0.333333343
1,56,64,44,35,10,7,46,38,20,9,7,62,37,29,5,4,41,44,27,19,Men,Clay,9,0.666666687
1,48,29,52,20,12,4,33,12,21,14,6,22,53,15,3,2,23,31,22,9,Men,Clay,13,0.538461566
0,47,22,53,15,3,2,23,31,22,9,4,29,52,20,12,4,33,12,21,14,Men,Clay,13,0.461538464
0,78,85,22,22,2,1,24,30,18,12,6,67,48,47,12,5,72,64,18,11,Men,Clay,27,0.370370358
1,52,67,48,47,12,5,72,64,18,11,4,85,22,22,2,1,24,30,18,12,Men,Clay,27,0.629629612
0,66,48,34,13,7,5,24,24,14,11,4,44,34,17,10,6,46,33,16,10,Men,Clay,16,0.4375
1,66,44,34,17,10,6,46,33,16,10,6,48,34,13,7,5,24,24,14,11,Men,Clay,16,0.5625
1,83,51,17,6,6,0,27,18,6,5,6,36,45,18,8,5,32,29,20,12,Men,Clay,17,0.411764711
0,55,36,45,18,8,5,32,29,20,12,3,51,17,6,6,0,27,18,6,5,Men,Clay,17,0.588235319
1,69,84,31,29,11,4,57,42,13,8,6,58,46,36,7,8,60,71,33,24,Men,Clay,22,0.727272749
0,54,58,46,36,7,8,60,71,33,24,4,84,31,29,11,4,57,42,13,8,Men,Clay,22,0.272727281
1,50,32,50,23,5,0,29,33,17,13,6,26,38,12,4,4,15,35,13,9,Men,Clay,14,0.642857134
0,62,26,38,12,4,4,15,35,13,9,2,32,50,23,5,0,29,33,17,13,Men,Clay,14,0.357142866
0,59,29,41,10,1,5,20,42,26,15,4,33,45,18,3,4,22,22,11,6,Men,Clay,19,0.421052635
1,55,33,45,18,3,4,22,22,11,6,6,29,41,10,1,5,20,42,26,15,Men,Clay,19,0.578947365
0,55,53,45,32,5,7,56,41,35,19,4,59,35,21,5,4,38,20,16,11,Men,Clay,24,0.708333313
1,65,59,35,21,5,4,38,20,16,11,6,53,45,32,5,7,56,41,35,19,Men,Clay,24,0.291666657
1,70,40,30,14,7,2,29,21,7,5,6,24,42,10,3,4,19,41,11,6,Men,Clay,14,0.714285731
0,58,24,42,10,3,4,19,41,11,6,1,40,30,14,7,2,29,21,7,5,Men,Clay,14,0.285714298
0,70,55,30,18,7,3,29,37,34,17,5,52,42,33,12,3,52,66,38,26,Men,Clay,19,0.315789461
1,58,52,42,33,12,3,52,66,38,26,7,55,30,18,7,3,29,37,34,17,Men,Clay,19,0.684210539
0,60,39,40,25,0,4,21,35,18,8,3,50,36,15,13,4,38,33,14,12,Men,Clay,14,0.642857134
1,64,50,36,15,13,4,38,33,14,12,6,39,40,25,0,4,21,35,18,8,Men,Clay,14,0.357142866
0,48,47,52,32,9,5,53,51,20,12,6,59,41,25,14,5,40,38,11,8,Men,Clay,21,0.476190478
1,59,59,41,25,14,5,40,38,11,8,7,47,52,32,9,5,53,51,20,12,Men,Clay,21,0.523809552
0,71,49,29,23,3,1,35,18,42,21,4,56,42,16,17,6,59,46,63,38,Men,Clay,24,0.625
1,58,56,42,16,17,6,59,46,63,38,6,49,29,23,3,1,35,18,42,21,Men,Clay,24,0.375
1,73,55,27,14,16,2,61,36,45,32,6,42,36,18,8,1,26,18,13,9,Men,Clay,14,0.642857134
0,64,42,36,18,8,1,26,18,13,9,2,55,27,14,16,2,61,36,45,32,Men,Clay,14,0.357142866
0,65,50,35,20,8,3,28,32,10,7,6,50,47,28,13,6,40,37,12,6,Men,Clay,11,0.363636374
1,53,50,47,28,13,6,40,37,12,6,4,50,35,20,8,3,28,32,10,7,Men,Clay,11,0.636363626
0,57,31,43,17,1,2,24,41,22,11,2,45,37,22,6,1,33,34,21,16,Men,Clay,26,0.5
1,63,45,37,22,6,1,33,34,21,16,6,31,43,17,1,2,24,41,22,11,Men,Clay,26,0.5
1,63,33,37,17,1,0,25,8,20,11,6,19,54,11,3,4,13,27,22,7,Men,Clay,17,0.647058845
0,46,19,54,11,3,4,13,27,22,7,2,33,37,17,1,0,25,8,20,11,Men,Clay,17,0.352941185
1,67,73,33,32,8,3,50,69,27,18,6,68,36,28,11,8,48,69,37,19,Men,Clay,24,0.541666687
0,64,68,36,28,11,8,48,69,37,19,7,73,33,32,8,3,50,69,27,18,Men,Clay,24,0.458333343
0,68,35,32,9,3,0,24,27,27,14,3,37,35,12,6,3,32,7,10,8,Men,Clay,15,0.600000024
1,65,37,35,12,6,3,32,7,10,8,6,35,32,9,3,0,24,27,27,14,Men,Clay,15,0.400000006
1,64,41,36,18,16,3,31,16,8,3,6,37,28,6,5,6,24,22,10,8,Men,Clay,16,0.5625
0,72,37,28,6,5,6,24,22,10,8,4,41,36,18,16,3,31,16,8,3,Men,Clay,16,0.4375
1,53,36,47,23,7,2,40,26,24,16,6,31,35,13,1,2,17,32,23,15,Men,Clay,15,0.600000024
0,65,31,35,13,1,2,17,32,23,15,1,36,47,23,7,2,40,26,24,16,Men,Clay,15,0.400000006
0,66,91,34,33,11,2,72,57,50,35,6,104,28,27,26,3,66,44,21,15,Men,Clay,13,0.461538464
1,72,104,28,27,26,3,66,44,21,15,7,91,34,33,11,2,72,57,50,35,Men,Clay,13,0.538461566
0,55,22,45,17,1,1,16,30,27,12,1,36,33,16,3,1,26,13,27,21,Men,Clay,14,0.357142866
1,67,36,33,16,3,1,26,13,27,21,6,22,45,17,1,1,16,30,27,12,Men,Clay,14,0.642857134
1,67,75,33,27,13,4,57,31,41,29,6,66,33,21,19,2,45,33,16,6,Men,Clay,22,0.590909064
0,67,66,33,21,19,2,45,33,16,6,3,75,33,27,13,4,57,31,41,29,Men,Clay,22,0.409090906
0,64,35,36,13,1,1,17,25,3,2,3,50,33,16,3,3,28,27,5,5,Men,Clay,10,0.400000006
1,67,50,33,16,3,3,28,27,5,5,6,35,36,13,1,1,17,25,3,2,Men,Clay,10,0.600000024
0,59,40,41,15,6,3,22,24,14,10,6,44,31,13,7,3,53,31,26,17,Men,Clay,18,0.555555582
1,69,44,31,13,7,3,53,31,26,17,4,40,41,15,6,3,22,24,14,10,Men,Clay,18,0.444444448
0,61,41,39,25,5,1,22,17,18,10,6,49,37,26,17,3,65,46,22,19,Men,Clay,13,0.384615391
1,63,49,37,26,17,3,65,46,22,19,7,41,39,25,5,1,22,17,18,10,Men,Clay,13,0.615384638
0,64,61,36,21,7,11,56,60,49,31,4,59,35,25,8,6,35,31,23,17,Men,Clay,14,0.571428597
1,65,59,35,25,8,6,35,31,23,17,6,61,36,21,7,11,56,60,49,31,Men,Clay,14,0.428571433
0,56,67,44,34,21,7,58,53,30,21,6,71,32,18,10,4,44,42,22,15,Men,Clay,14,0.714285731
1,68,71,32,18,10,4,44,42,22,15,7,67,44,34,21,7,58,53,30,21,Men,Clay,14,0.285714298
1,69,74,31,24,9,3,55,50,56,35,7,70,31,25,7,2,38,30,33,20,Men,Clay,19,0.368421048
0,69,70,31,25,7,2,38,30,33,20,5,74,31,24,9,3,55,50,56,35,Men,Clay,19,0.631578922
0,52,16,48,9,1,5,9,33,8,4,3,27,49,19,2,4,26,25,7,7,Men,Clay,14,0.285714298
1,51,27,49,19,2,4,26,25,7,7,6,16,48,9,1,5,9,33,8,4,Men,Clay,14,0.714285731
1,52,32,48,21,12,2,43,24,7,6,6,30,36,12,4,0,19,26,2,1,Men,Clay,16,0.5625
0,64,30,36,12,4,0,19,26,2,1,1,32,48,21,12,2,43,24,7,6,Men,Clay,16,0.4375
1,64,30,36,12,4,5,25,45,36,16,6,37,36,12,4,5,26,42,18,11,Men,Clay,24,0.375
0,64,37,36,12,4,5,26,42,18,11,4,30,36,12,4,5,25,45,36,16,Men,Clay,24,0.625
1,46,40,54,29,6,2,39,46,28,21,3,34,47,25,2,7,17,24,25,13,Men,Clay,17,0.823529422
0,53,34,47,25,2,7,17,24,25,13,6,40,54,29,6,2,39,46,28,21,Men,Clay,17,0.176470593
0,55,37,45,25,4,4,34,39,23,15,3,50,36,27,10,5,39,22,11,9,Men,Clay,26,0.346153855
1,64,50,36,27,10,5,39,22,11,9,6,37,45,25,4,4,34,39,23,15,Men,Clay,26,0.653846145
0,60,38,40,14,3,0,12,16,6,0,3,41,38,23,7,4,62,50,12,9,Men,Clay,12,0.333333343
1,62,41,38,23,7,4,62,50,12,9,6,38,40,14,3,0,12,16,6,0,Men,Clay,12,0.666666687
1,49,29,51,22,7,4,32,37,19,13,3,35,31,9,3,4,22,32,19,10,Men,Clay,23,0.652173936
0,69,35,31,9,3,4,22,32,19,10,6,29,51,22,7,4,32,37,19,13,Men,Clay,23,0.347826093
1,84,74,16,12,2,4,40,26,25,19,4,66,26,22,10,1,51,53,40,25,Men,Clay,12,0.5
0,74,66,26,22,10,1,51,53,40,25,6,74,16,12,2,4,40,26,25,19,Men,Clay,12,0.5
1,64,37,36,11,4,5,25,22,12,7,6,23,47,13,1,3,11,25,8,5,Men,Clay,16,0.5625
0,53,23,47,13,1,3,11,25,8,5,2,37,36,11,4,5,25,22,12,7,Men,Clay,16,0.4375
1,55,52,45,27,8,8,53,41,23,13,6,47,28,15,2,1,23,35,15,9,Men,Clay,18,0.777777791
0,72,47,28,15,2,1,23,35,15,9,7,52,45,27,8,8,53,41,23,13,Men,Clay,18,0.222222224
1,65,70,35,20,11,5,71,52,37,26,4,49,44,27,2,4,28,39,24,11,Men,Clay,32,0.46875
0,56,49,44,27,2,4,28,39,24,11,6,70,35,20,11,5,71,52,37,26,Men,Clay,32,0.53125
0,73,45,27,10,3,3,27,11,18,11,3,45,37,16,14,1,52,29,27,16,Men,Clay,14,0.428571433
1,63,45,37,16,14,1,52,29,27,16,6,45,27,10,3,3,27,11,18,11,Men,Clay,14,0.571428597
0,71,48,29,11,4,4,35,31,25,17,3,46,44,26,6,2,29,20,18,12,Men,Clay,18,0.333333343
1,56,46,44,26,6,2,29,20,18,12,6,48,29,11,4,4,35,31,25,17,Men,Clay,18,0.666666687
1,56,32,44,23,4,2,26,26,9,6,6,30,37,11,0,10,13,38,14,9,Men,Clay,20,0.600000024
0,63,30,37,11,0,10,13,38,14,9,2,32,44,23,4,2,26,26,9,6,Men,Clay,20,0.400000006
1,65,48,35,13,6,4,27,41,15,12,7,32,39,21,2,2,16,33,23,14,Men,Clay,13,0.615384638
0,61,32,39,21,2,2,16,33,23,14,6,48,35,13,6,4,27,41,15,12,Men,Clay,13,0.384615391
0,61,59,39,25,8,6,35,44,35,21,6,61,38,21,7,2,50,41,22,16,Men,Clay,18,0.722222209
1,62,61,38,21,7,2,50,41,22,16,7,59,39,25,8,6,35,44,35,21,Men,Clay,18,0.277777791
0,63,33,37,12,4,0,18,27,8,5,4,32,23,9,4,0,20,12,6,4,Men,Clay,12,0.666666687
1,77,32,23,9,4,0,20,12,6,4,6,33,37,12,4,0,18,27,8,5,Men,Clay,12,0.333333343
0,63,38,37,17,6,3,36,34,15,14,5,51,29,19,5,3,27,22,25,14,Men,Clay,16,0.1875
1,71,51,29,19,5,3,27,22,25,14,7,38,37,17,6,3,36,34,15,14,Men,Clay,16,0.8125
0,55,51,45,22,14,2,44,50,11,8,6,47,49,28,8,6,38,42,13,7,Men,Clay,15,0.466666669
1,51,47,49,28,8,6,38,42,13,7,7,51,45,22,14,2,44,50,11,8,Men,Clay,15,0.533333361
0,54,10,46,7,1,1,6,15,7,5,4,20,41,10,2,1,14,16,7,6,Men,Clay,7,0.142857149
1,59,20,41,10,2,1,14,16,7,6,6,10,46,7,1,1,6,15,7,5,Men,Clay,7,0.857142866
0,63,33,37,13,5,3,34,49,26,19,1,36,52,33,8,3,38,37,14,10,Men,Clay,17,0.411764711
1,48,36,52,33,8,3,38,37,14,10,6,33,37,13,5,3,34,49,26,19,Men,Clay,17,0.588235319
0,56,80,44,37,21,8,70,72,48,35,6,71,39,35,4,7,52,49,31,21,Men,Clay,29,0.517241359
1,61,71,39,35,4,7,52,49,31,21,4,80,44,37,21,8,70,72,48,35,Men,Clay,29,0.482758611
1,69,53,31,20,5,0,26,31,21,13,7,46,39,25,7,2,32,38,26,15,Men,Clay,13,0.307692319
0,61,46,39,25,7,2,32,38,26,15,6,53,31,20,5,0,26,31,21,13,Men,Clay,13,0.692307711
0,61,19,39,16,2,0,12,14,14,3,2,30,38,18,3,0,54,33,30,19,Men,Clay,17,0.411764711
1,62,30,38,18,3,0,54,33,30,19,6,19,39,16,2,0,12,14,14,3,Men,Clay,17,0.588235319
1,72,83,28,23,5,8,63,76,47,32,7,75,35,37,5,4,55,38,34,22,Men,Clay,26,0.538461566
0,65,75,35,37,5,4,55,38,34,22,6,83,28,23,5,8,63,76,47,32,Men,Clay,26,0.461538464
0,66,36,34,16,3,1,31,25,18,7,4,45,38,14,8,6,39,28,15,9,Men,Clay,20,0.449999988
1,62,45,38,14,8,6,39,28,15,9,6,36,34,16,3,1,31,25,18,7,Men,Clay,20,0.550000012
1,57,41,43,26,4,1,54,41,22,16,6,37,44,19,2,4,23,39,14,8,Men,Clay,22,0.590909064
0,56,37,44,19,2,4,23,39,14,8,7,41,43,26,4,1,54,41,22,16,Men,Clay,22,0.409090906
0,64,33,36,10,3,4,14,23,6,2,4,32,49,23,8,3,32,15,5,5,Men,Clay,10,0.200000003
1,51,32,49,23,8,3,32,15,5,5,6,33,36,10,3,4,14,23,6,2,Men,Clay,10,0.800000012
0,78,84,22,15,1,3,49,60,23,14,6,61,44,35,14,2,57,56,37,20,Men,Clay,33,0.606060624
1,56,61,44,35,14,2,57,56,37,20,4,84,22,15,1,3,49,60,23,14,Men,Clay,33,0.393939406
0,79,42,21,8,1,0,17,11,20,14,1,50,36,17,11,4,59,41,28,21,Men,Clay,8,0.5
1,64,50,36,17,11,4,59,41,28,21,6,42,21,8,1,0,17,11,20,14,Men,Clay,8,0.5
1,65,44,35,19,8,1,35,36,22,18,7,41,39,25,1,2,24,35,29,21,Men,Clay,8,0.5
0,61,41,39,25,1,2,24,35,29,21,6,44,35,19,8,1,35,36,22,18,Men,Clay,8,0.5
0,67,28,33,9,3,1,28,36,17,10,2,31,40,15,3,2,29,21,13,8,Men,Clay,18,0.5
1,60,31,40,15,3,2,29,21,13,8,6,28,33,9,3,1,28,36,17,10,Men,Clay,18,0.5
1,64,56,36,23,17,0,42,36,22,17,3,58,34,24,10,3,31,41,18,11,Men,Clay,15,0.333333343
0,66,58,34,24,10,3,31,41,18,11,6,56,36,23,17,0,42,36,22,17,Men,Clay,15,0.666666687
0,67,62,33,21,3,2,44,36,13,9,7,69,32,26,14,3,58,37,19,14,Men,Clay,16,0.375
1,68,69,32,26,14,3,58,37,19,14,6,62,33,21,3,2,44,36,13,9,Men,Clay,16,0.625
1,63,62,37,25,24,5,75,42,46,33,7,59,39,32,14,4,44,26,56,28,Men,Clay,19,0.473684222
0,61,59,39,32,14,4,44,26,56,28,5,62,37,25,24,5,75,42,46,33,Men,Clay,19,0.526315808
0,57,30,43,16,4,1,23,34,17,11,2,36,54,30,9,6,41,45,14,11,Men,Clay,23,0.347826093
1,46,36,54,30,9,6,41,45,14,11,6,30,43,16,4,1,23,34,17,11,Men,Clay,23,0.652173936
1,57,67,43,41,14,2,63,40,39,24,6,64,37,37,7,5,46,40,32,19,Men,Clay,27,0.444444448
0,63,64,37,37,7,5,46,40,32,19,0,67,43,41,14,2,63,40,39,24,Men,Clay,27,0.555555582
0,52,51,48,30,9,4,64,53,50,37,7,67,38,28,12,4,52,29,16,8,Men,Clay,20,0.449999988
1,62,67,38,28,12,4,52,29,16,8,6,51,48,30,9,4,64,53,50,37,Men,Clay,20,0.550000012
1,64,65,36,32,8,4,29,33,19,10,6,55,40,22,3,6,52,69,38,26,Men,Clay,23,0.652173936
0,60,55,40,22,3,6,52,69,38,26,7,65,36,32,8,4,29,33,19,10,Men,Clay,23,0.347826093
0,64,27,36,8,3,0,14,34,13,6,3,32,41,14,9,3,39,15,9,6,Men,Clay,16,0.4375
1,59,32,41,14,9,3,39,15,9,6,6,27,36,8,3,0,14,34,13,6,Men,Clay,16,0.5625
0,68,41,32,19,3,0,19,41,22,13,4,41,35,18,2,1,22,28,21,15,Men,Clay,15,0.666666687
1,65,41,35,18,2,1,22,28,21,15,6,41,32,19,3,0,19,41,22,13,Men,Clay,15,0.333333343
0,68,51,32,21,1,0,23,28,34,17,4,48,40,28,5,7,59,47,44,25,Men,Clay,24,0.458333343
1,60,48,40,28,5,7,59,47,44,25,6,51,32,21,1,0,23,28,34,17,Men,Clay,24,0.541666687
1,66,52,34,18,19,6,50,33,25,13,6,46,38,16,4,3,25,26,24,17,Men,Clay,14,0.785714269
0,62,46,38,16,4,3,25,26,24,17,2,52,34,18,19,6,50,33,25,13,Men,Clay,14,0.214285716
0,48,39,52,24,5,5,24,47,13,8,1,45,37,19,4,5,43,56,19,16,Men,Clay,33,0.545454562
1,63,45,37,19,4,5,43,56,19,16,6,39,52,24,5,5,24,47,13,8,Men,Clay,33,0.454545468
1,57,34,43,20,9,3,54,35,22,15,7,46,25,8,1,2,23,26,24,9,Men,Clay,22,0.409090906
0,75,46,25,8,1,2,23,26,24,9,6,34,43,20,9,3,54,35,22,15,Men,Clay,22,0.590909064
0,57,51,43,21,8,3,37,51,33,17,2,60,26,17,7,4,34,36,11,5,Men,Clay,17,0.529411793
1,74,60,26,17,7,4,34,36,11,5,6,51,43,21,8,3,37,51,33,17,Men,Clay,17,0.470588237
1,74,55,26,10,5,2,27,29,20,14,4,30,44,25,6,5,32,57,28,15,Men,Clay,17,0.588235319
0,56,30,44,25,6,5,32,57,28,15,6,55,26,10,5,2,27,29,20,14,Men,Clay,17,0.411764711
0,58,77,42,40,10,9,74,89,39,29,6,82,36,38,9,1,49,52,32,21,Men,Clay,34,0.558823526
1,64,82,36,38,9,1,49,52,32,21,7,77,42,40,10,9,74,89,39,29,Men,Clay,34,0.441176474
1,69,70,31,24,5,4,44,45,32,19,6,55,43,30,2,5,48,48,32,17,Men,Clay,26,0.538461566
0,57,55,43,30,2,5,48,48,32,17,3,70,31,24,5,4,44,45,32,19,Men,Clay,26,0.461538464
0,64,88,36,32,9,9,52,37,26,13,7,81,35,37,15,2,61,52,56,39,Men,Clay,25,0.560000002
1,65,81,35,37,15,2,61,52,56,39,5,88,36,32,9,9,52,37,26,13,Men,Clay,25,0.439999998
1,74,62,26,15,11,3,34,30,15,10,7,39,46,22,4,6,25,34,26,18,Men,Clay,23,0.434782594
0,54,39,46,22,4,6,25,34,26,18,6,62,26,15,11,3,34,30,15,10,Men,Clay,23,0.565217376
0,59,31,41,9,6,4,25,15,9,6,4,33,33,9,6,0,24,10,6,5,Men,Clay,7,0.571428597
1,67,33,33,9,6,0,24,10,6,5,6,31,41,9,6,4,25,15,9,6,Men,Clay,7,0.428571433
0,60,31,40,14,1,3,15,39,23,13,1,37,51,29,5,3,37,33,19,17,Men,Clay,16,0.375
1,49,37,51,29,5,3,37,33,19,17,6,31,40,14,1,3,15,39,23,13,Men,Clay,16,0.625
1,72,38,28,10,1,2,29,26,23,17,6,26,43,12,1,4,10,34,7,3,Men,Clay,17,0.470588237
0,57,26,43,12,1,4,10,34,7,3,2,38,28,10,1,2,29,26,23,17,Men,Clay,17,0.529411793
0,82,41,18,8,2,1,15,31,15,9,3,42,35,22,7,0,38,21,11,8,Men,Clay,7,0.142857149
1,65,42,35,22,7,0,38,21,11,8,6,41,18,8,2,1,15,31,15,9,Men,Clay,7,0.857142866
1,60,52,40,32,3,2,36,29,22,11,2,60,42,21,9,7,61,50,33,21,Men,Clay,24,0.541666687
0,58,60,42,21,9,7,61,50,33,21,6,52,40,32,3,2,36,29,22,11,Men,Clay,24,0.458333343
1,65,61,35,20,7,4,32,36,21,13,7,43,41,27,6,4,34,56,29,20,Men,Clay,19,0.578947365
0,59,43,41,27,6,4,34,56,29,20,6,61,35,20,7,4,32,36,21,13,Men,Clay,19,0.421052635
1,67,40,33,17,6,0,25,24,15,13,6,35,35,10,3,3,17,34,21,15,Men,Clay,12,0.583333313
0,65,35,35,10,3,3,17,34,21,15,1,40,33,17,6,0,25,24,15,13,Men,Clay,12,0.416666657
0,63,37,37,14,5,3,21,41,28,18,1,41,34,17,1,4,35,30,20,14,Men,Clay,24,0.625
1,66,41,34,17,1,4,35,30,20,14,6,37,37,14,5,3,21,41,28,18,Men,Clay,24,0.375
0,57,49,43,29,16,1,50,38,27,13,5,54,31,19,8,2,31,15,12,10,Men,Clay,16,0.625
1,69,54,31,19,8,2,31,15,12,10,7,49,43,29,16,1,50,38,27,13,Men,Clay,16,0.375
0,51,34,49,18,6,2,32,37,8,5,6,50,31,12,19,2,43,20,14,12,Men,Clay,18,0.5
1,69,50,31,12,19,2,43,20,14,12,7,34,49,18,6,2,32,37,8,5,Men,Clay,18,0.5
0,68,73,32,27,2,1,61,68,36,28,6,74,30,30,4,2,50,52,40,28,Men,Clay,29,0.517241359
1,70,74,30,30,4,2,50,52,40,28,2,73,32,27,2,1,61,68,36,28,Men,Clay,29,0.482758611
0,76,46,24,9,3,0,36,38,18,11,4,40,32,19,5,3,27,18,31,17,Men,Clay,13,0.538461566
1,68,40,32,19,5,3,27,18,31,17,6,46,24,9,3,0,36,38,18,11,Men,Clay,13,0.461538464
1,58,54,42,31,9,2,48,29,32,24,6,58,39,23,6,10,37,46,31,19,Men,Clay,19,0.473684222
0,61,58,39,23,6,10,37,46,31,19,3,54,42,31,9,2,48,29,32,24,Men,Clay,19,0.526315808
0,43,40,57,36,6,9,36,64,20,10,3,53,37,23,1,5,27,34,27,14,Men,Clay,28,0.535714269
1,63,53,37,23,1,5,27,34,27,14,6,40,57,36,6,9,36,64,20,10,Men,Clay,28,0.464285702
1,78,52,22,14,5,1,24,40,20,15,7,47,33,26,3,2,47,59,31,17,Men,Clay,29,0.448275864
0,67,47,33,26,3,2,47,59,31,17,6,52,22,14,5,1,24,40,20,15,Men,Clay,29,0.551724136
1,64,40,36,21,3,3,42,29,24,16,6,28,51,25,5,5,22,22,20,10,Men,Clay,11,0.636363626
0,49,28,51,25,5,5,22,22,20,10,4,40,36,21,3,3,42,29,24,16,Men,Clay,11,0.363636374
0,63,99,37,52,15,9,85,43,23,14,7,132,22,24,27,0,92,58,80,52,Men,Clay,36,0.388888896
1,78,132,22,24,27,0,92,58,80,52,5,99,37,52,15,9,85,43,23,14,Men,Clay,36,0.611111104
0,73,31,27,8,1,5,21,24,22,9,0,43,41,20,6,1,40,23,32,19,Men,Clay,23,0.173913047
1,59,43,41,20,6,1,40,23,32,19,6,31,27,8,1,5,21,24,22,9,Men,Clay,23,0.826086938
1,68,39,32,13,2,0,13,22,13,6,6,33,31,9,0,2,18,48,12,8,Men,Clay,21,0.523809552
0,69,33,31,9,0,2,18,48,12,8,2,39,32,13,2,0,13,22,13,6,Men,Clay,21,0.476190478
0,61,65,39,28,5,3,32,47,28,15,1,56,36,23,9,2,60,56,35,25,Men,Clay,20,0.550000012
1,64,56,36,23,9,2,60,56,35,25,6,65,39,28,5,3,32,47,28,15,Men,Clay,20,0.449999988
1,77,45,23,15,1,2,33,24,25,18,6,34,38,15,5,1,20,27,28,19,Men,Clay,15,0.466666669
0,62,34,38,15,5,1,20,27,28,19,3,45,23,15,1,2,33,24,25,18,Men,Clay,15,0.533333361
0,71,34,29,7,5,2,25,41,12,6,3,28,48,24,1,3,28,11,12,9,Men,Clay,19,0.578947365
1,52,28,48,24,1,3,28,11,12,9,6,34,29,7,5,2,25,41,12,6,Men,Clay,19,0.421052635
